StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,Subject #,Date,birthdate,current age,sex,gender,ethnicity,race,years of school,handedness,english nativeness,second native yn,second native lang,lang classification,colorblindness,colorblind spectrum
2023-04-11 09:51:25,2023-04-11 09:59:00,IP Address,205.175.118.117,100,454,True,2023-04-11 09:59:01,R_1kUOWDyxU5Myrne,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7509,06/17/2004,06/17/2004,18,Male,Male,Not Hispanic or Latino,White,12 (Completed Highschool),Right,Yes,No,,Monolingual,No,
2023-04-11 11:22:27,2023-04-11 11:38:01,IP Address,205.175.118.117,100,934,True,2023-04-11 11:38:02,R_3DwgxMNAGFXoG4C,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7512,04/11/2023,02/09/2004,19,Female,Female,Not Hispanic or Latino,White,13 (College Freshman),Left,Yes,No,,Monolingual,No,
2023-04-11 12:54:25,2023-04-11 13:17:10,IP Address,205.175.118.117,100,1364,True,2023-04-11 13:17:11,R_3GxPhT8kLE5ua3R,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7513,04/11/2023,11/24/2003,19,Male,Male,Not Hispanic or Latino,White,13 (College Freshman),Right,Yes,No,,Monolingual,No,
2023-04-11 12:57:35,2023-04-11 13:24:39,IP Address,205.175.118.39,100,1624,True,2023-04-11 13:24:40,R_YRkgosf8nzmZzcR,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7510,04/11/2023,01/18/2003,20,Female,Female,Not Hispanic or Latino,Asian,16 (Completed College),Right,Yes,No,,Early Bilingual,No,
2023-04-11 14:46:06,2023-04-11 15:00:20,IP Address,205.175.118.117,100,854,True,2023-04-11 15:00:21,R_2VqYjVAZkgoQQVF,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7515,04/11/2023,07/23/2004,18,Female,Female,Not Hispanic or Latino,Asian,13 (College Freshman),Right,No,Yes,Chinese,Early Bilingual,No,
2023-04-11 10:21:49,2023-04-11 16:37:03,IP Address,205.175.118.119,100,22513,True,2023-04-11 16:37:03,R_21hSaUPXcHAvoh7,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7516,04/11/2023,08/08/2004,18,Female,Female,Not Hispanic or Latino,Asian,12 (Completed Highschool),Right,Yes,No,,Monolingual,No,
2023-04-11 16:20:37,2023-04-11 16:38:49,IP Address,205.175.118.117,100,1091,True,2023-04-11 16:38:50,R_XAPBYR49plToFxf,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7517,04/11/2023,08/18/2004,18,Female,Female,Not Hispanic or Latino,White,13 (College Freshman),Right,Yes,No,,Monolingual,No,
2023-04-11 17:53:56,2023-04-11 18:24:07,IP Address,205.175.118.117,100,1811,True,2023-04-11 18:24:08,R_agRPLw9xJIii7n3,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7519,04/11/2023,12/13/2004,18,Female,Female,Not Hispanic or Latino,Other,13 (College Freshman),Right,No,Yes,Arabic,Early Bilingual,No,
2023-04-11 17:57:21,2023-04-11 18:26:24,IP Address,205.175.118.119,100,1743,True,2023-04-11 18:26:25,R_XM6tKbh3rk4vngZ,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7518,04/11/2023,07/17/2004,18,Male,Male,Not Hispanic or Latino,White,14 (College Sophmore),Right,Yes,No,,Monolingual,Yes,Blue (Tritan)
2023-04-12 08:56:16,2023-04-12 09:03:26,IP Address,205.175.118.117,100,430,True,2023-04-12 09:03:27,R_1K7Hml004Oj84e3,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",Prabhman Aujla,10/13/2003,10/13/2003,19,Male,Male,Not Hispanic or Latino,Asian,13 (College Freshman),Right,No,Yes,Punjabi,Early Bilingual,No,
2023-04-12 12:11:37,2023-04-12 12:19:52,IP Address,205.175.118.119,100,495,True,2023-04-12 12:19:53,R_2sRyBekZ6IeXyhi,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7504,04/12/2023,03/16/2004,19,Male,Male,Hispanic or Latino,Other,12 (Completed Highschool),Right,Yes,Yes,Spanish,Early Bilingual,No,
2023-04-12 10:57:43,2023-04-12 12:23:55,IP Address,205.175.118.117,100,5171,True,2023-04-12 12:23:55,R_1DOMZFIINVR9zqT,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7522,04/12/2023,04/06/2002,21,Male,Male,Not Hispanic or Latino,Asian,15 (College Junior),Right,Yes,No,,Monolingual,No,
2023-04-12 15:26:26,2023-04-12 15:41:22,IP Address,205.175.118.117,100,895,True,2023-04-12 15:41:22,R_1kIJRMqZWybb9Eh,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7523,04/12/2023,10/28/2000,22,Male,Male,Not Hispanic or Latino,White,15 (College Junior),Right,No,No,,Late Bilingual,No,
2023-04-12 15:30:31,2023-04-12 15:42:15,IP Address,205.175.118.119,100,704,True,2023-04-12 15:42:16,R_0iF77hNgUbpS87L,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7525,04/12/2023,05/03/2004,18,Female,Female,Hispanic or Latino,Other,12 (Completed Highschool),Right,Yes,Yes,Spanish,Early Bilingual,No,
2023-04-13 08:50:06,2023-04-13 09:02:59,IP Address,205.175.118.119,100,773,True,2023-04-13 09:02:59,R_03BZSZ6dMngvi6t,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7514,04/13/2023,05/02/2004,18,Female,Female,Not Hispanic or Latino,Asian,12 (Completed Highschool),Right,No,Yes,Chinese,Monolingual,No,
2023-04-13 08:53:59,2023-04-13 09:09:17,IP Address,205.175.118.117,100,917,True,2023-04-13 09:09:18,R_1OxZrkQaWQFmB11,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7520,04/13/2023,05/23/2003,19,Female,Female,Not Hispanic or Latino,Asian,15 (College Junior),Left,No,Yes,Cantonese,Early Bilingual,No,
2023-04-13 10:34:52,2023-04-13 10:41:35,IP Address,205.175.118.119,100,402,True,2023-04-13 10:41:35,R_21vnBpMGI6WYDR7,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7524,04/13/2023,09/16/2023,19,Female,Female,Not Hispanic or Latino,White,13 (College Freshman),Right,Yes,No,,None of the above,No,
2023-04-13 10:30:38,2023-04-13 10:44:08,IP Address,205.175.118.117,100,809,True,2023-04-13 10:44:08,R_sGRzdTIymZrU0Qp,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7526,04/13/2023,11/30/2003,19,Female,Other,Hispanic or Latino,Prefer Not to Answer,13 (College Freshman),Right,No,Yes,spanish,Early Bilingual,No,
2023-04-13 12:12:06,2023-04-13 12:26:34,IP Address,205.175.118.119,100,867,True,2023-04-13 12:26:34,R_2zoJ6zhv7fVvDTE,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7528,04/13/2023,05/05/2003,19,Male,Male,Hispanic or Latino,White,13 (College Freshman),Right,Yes,No,,Monolingual,No,
2023-04-13 12:38:06,2023-04-13 12:46:40,IP Address,205.175.118.117,100,514,True,2023-04-13 12:46:41,R_2wcsoHTDxb2I4AS,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7527,04/13/2023,03/11/2001,22,Female,Female,Hispanic or Latino,White,12 (Completed Highschool),Right,Yes,Yes,Spanish,Early Bilingual,No,
2023-04-13 13:46:32,2023-04-13 14:00:26,IP Address,205.175.118.119,100,833,True,2023-04-13 14:00:27,R_1jlmqewVl8SU2t3,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7529,04/13/2023,08/04/2003,19,Male,Male,Not Hispanic or Latino,Asian,13 (College Freshman),Right,Yes,Yes,"Cantonese ",Late Bilingual,No,
2023-04-13 14:05:51,2023-04-13 14:10:44,IP Address,205.175.118.117,100,292,True,2023-04-13 14:10:44,R_2v1ftFm58nDe8g3,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7530,04/13/2023,10/28/2003,19,Female,Female,Not Hispanic or Latino,Asian,12 (Completed Highschool),Right,Yes,No,,Monolingual,No,
2023-04-13 15:40:25,2023-04-13 15:47:22,IP Address,205.175.118.119,100,416,True,2023-04-13 15:47:22,R_Dd86zJNgN6K5UXv,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7532,04/13/2023,06/28/2002,20,Female,Female,Not Hispanic or Latino,Multiracial,15 (College Junior),Right,Yes,No,,Monolingual,No,
2023-04-13 15:22:15,2023-04-13 15:48:32,IP Address,205.175.118.117,100,1577,True,2023-04-13 15:48:33,R_1qg5OZsO7MWhuA6,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7531,04/13/2023,06/05/2004,18,Female,Female,Not Hispanic or Latino,Asian,13 (College Freshman),Right,Yes,No,,Early Bilingual,No,
2023-04-13 17:00:59,2023-04-13 17:18:22,IP Address,205.175.118.117,100,1043,True,2023-04-13 17:18:22,R_1FwZ9WQpMDE4AQ7,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7535,04/13/2023,03/14/2002,21,Female,Female,Not Hispanic or Latino,White,15 (College Junior),Left,Yes,No,,Late Bilingual,No,
2023-04-13 16:42:29,2023-04-13 17:21:49,IP Address,205.175.118.119,100,2360,True,2023-04-13 17:21:50,R_D9352cVZN0tlTrP,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7533,04/13/2023,12/22/2003,19,Female,Female,Not Hispanic or Latino,White,13 (College Freshman),Right,Yes,Yes,Swedish,Early Bilingual,No,
2023-04-13 18:44:15,2023-04-14 09:09:19,IP Address,205.175.118.119,100,51904,True,2023-04-14 09:09:20,R_3e9RpQUPimY913Z,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7536,04/14/2023,10/25/2003,19,Female,Female,Not Hispanic or Latino,Asian,13 (College Freshman),Left,No,No,,Monolingual,No,
2023-04-14 09:02:41,2023-04-14 10:43:21,IP Address,205.175.118.117,100,6040,True,2023-04-14 10:43:22,R_1duCy9UXsWsMzg1,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7537,04/14/2023,11/28/2001,21,Female,Male,Not Hispanic or Latino,Asian,12 (Completed Highschool),Right,No,Yes,Chinese,Monolingual,No,
2023-04-14 12:08:50,2023-04-14 12:21:25,IP Address,205.175.118.117,100,754,True,2023-04-14 12:21:26,R_1mt6cFqubiMAyo3,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7540,04/14/2023,04/07/2001,22,Male,Male,Not Hispanic or Latino,Asian,13 (College Freshman),Right,No,Yes,Chinese,Early Bilingual,No,
2023-04-14 10:28:49,2023-04-14 12:31:35,IP Address,205.175.118.119,100,7366,True,2023-04-14 12:31:36,R_qXdEUo62gOlY5pL,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7538,04/14/2023,12/05/2000,22,Female,Female,Not Hispanic or Latino,Black / African American,15 (College Junior),Right,Yes,Yes,Tigrinya,Early Bilingual,No,
2023-04-14 13:55:15,2023-04-14 14:02:42,IP Address,205.175.118.117,100,446,True,2023-04-14 14:02:42,R_zdo9ioUQSHg7y4p,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7542,04/14/2023,06/02/2003,19,Male,Male,Not Hispanic or Latino,Asian,14 (College Sophmore),Right,No,Yes,English,Early Bilingual,No,
2023-04-14 13:51:19,2023-04-14 14:05:17,IP Address,205.175.118.119,100,837,True,2023-04-14 14:05:17,R_D0Hn7hsSvfLSRLH,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7541,04/14/2023,07/01/2000,22,Female,Female,Not Hispanic or Latino,Asian,15 (College Junior),Right,No,Yes,Filipino,Early Bilingual,No,
2023-04-14 17:06:40,2023-04-14 17:23:06,IP Address,205.175.118.117,100,985,True,2023-04-14 17:23:06,R_Aj3aLyeO7wQ89HP,,,,,47.6137,-122.3104,anonymous,EN,"I consent, and I wish to participate.",7511,04/14/2023,04/11/2004,19,Female,Female,Not Hispanic or Latino,White,12 (Completed Highschool),Right,Yes,No,,Monolingual,No,
